,clean,corrupted,correct_idx,incorrect_idx
509,"After Stephanie and Dustin went to the station, Dustin gave a drink to","After Aaron and Patrick went to the station, Bryan gave a drink to",48143,19626
818,"After Stephanie and Brittany went to the garden, Brittany gave a kiss to","After Benjamin and Travis went to the garden, Christina gave a kiss to",48143,40710
477,"Then, Michelle and Jonathan had a long argument, and afterwards Jonathan said to","Then, Gregory and Samuel had a long argument, and afterwards Kyle said to",32026,31907
218,"Then, Megan and Ashley had a lot of fun at the store. Ashley gave a bone to","Then, Kevin and Stephen had a lot of fun at the store. Emily gave a bone to",54529,18095
609,"Then, Jeremy and Ashley had a long argument, and afterwards Jeremy said to","Then, Heather and Jonathan had a long argument, and afterwards Rachel said to",37118,46263
848,"After Bradley and Tyler went to the garden, Tyler gave a bone to","After Jason and Lisa went to the garden, Tiffany gave a bone to",36448,28556
327,"Then, Katie and Stephanie went to the store. Stephanie gave a basketball to","Then, Benjamin and David went to the store. Christopher gave a basketball to",44463,6798
117,"Then, Joshua and Joseph had a long argument, and afterwards Joshua said to","Then, David and Shannon had a long argument, and afterwards Amber said to",15115,6798
804,"Then, Samantha and Kelly went to the store. Samantha gave a computer to","Then, Tyler and Kevin went to the store. Crystal gave a computer to",18661,31220
79,"Then, Travis and Tyler were working at the school. Travis decided to give a computer to","Then, Nicole and Joseph were working at the school. Ryan decided to give a computer to",31220,44030
118,"Then, Kimberly and Ryan had a long argument, and afterwards Kimberly said to","Then, Amanda and Elizabeth had a long argument, and afterwards Lisa said to",13646,41759
882,"Then, Steven and Lisa were thinking about going to the store. Lisa wanted to give a kiss to","Then, Justin and Sean were thinking about going to the store. Dustin wanted to give a kiss to",23644,24995
51,"Then, Matthew and David were thinking about going to the garden. Matthew wanted to give a drink to","Then, Rebecca and Cody were thinking about going to the garden. Katie wanted to give a drink to",6798,44457
836,"After Andrea and Timothy went to the office, Timothy gave a computer to","After Erica and Emily went to the office, Erin gave a computer to",40084,34166
792,"Then, Kimberly and William had a lot of fun at the garden. William gave a computer to","Then, Paul and Lindsey had a lot of fun at the garden. Richard gave a computer to",85653,64279
399,"Then, Brian and Kevin had a long argument, and afterwards Kevin said to","Then, Aaron and Kimberly had a long argument, and afterwards Justin said to",17083,85653
644,"When Nathan and Christopher got a basketball at the office, Christopher decided to give it to","When Adam and Andrew got a basketball at the office, Gregory decided to give it to",36737,13615
580,"When Kristen and Mary got a drink at the office, Mary decided to give it to","When Cody and Brian got a drink at the office, Erin decided to give it to",76114,17083
772,"Then, Kenneth and Laura were working at the store. Laura decided to give a basketball to","Then, Benjamin and Robert were working at the store. Mary decided to give a basketball to",48398,8397
851,"Then, Jesse and Kristen went to the garden. Jesse gave a snack to","Then, Vanessa and Sean went to the garden. Lauren gave a snack to",76114,70519
621,"After Joshua and Brittany went to the station, Brittany gave a snack to","After Alexander and Erica went to the station, Amber gave a snack to",39492,91835
536,"Then, Brandon and Vanessa were thinking about going to the school. Vanessa wanted to give a kiss to","Then, James and Brian were thinking about going to the school. Lindsay wanted to give a kiss to",31766,17083
249,"Then, Daniel and Jessica were working at the station. Daniel decided to give a basketball to","Then, Erin and Emily were working at the station. Charles decided to give a basketball to",32367,55814
832,"After Nicholas and Paul went to the office, Paul gave a snack to","After Cody and Daniel went to the office, Jesse gave a snack to",39696,15118
768,"Then, Brandon and Tiffany were thinking about going to the house. Tiffany wanted to give a kiss to","Then, Sean and Melissa were thinking about going to the house. Jason wanted to give a kiss to",31766,47048
617,"Then, Cody and Patrick were working at the office. Cody decided to give a bone to","Then, Michelle and Tiffany were working at the office. Jessica decided to give a bone to",19626,32026
970,"After Erin and John went to the hospital, John gave a snack to","After Adam and Kyle went to the hospital, Jeffrey gave a snack to",55814,30259
163,"When Aaron and Andrew got a snack at the garden, Andrew decided to give it to","When Rebecca and Jessica got a snack at the garden, Jeffrey decided to give it to",25673,32367
162,"After Shannon and Allison went to the office, Shannon gave a computer to","After Jonathan and Benjamin went to the office, Kevin gave a computer to",62408,23269
905,"After Tyler and Richard went to the store, Tyler gave a computer to","After Jason and Samantha went to the store, Kristen gave a computer to",11867,18477
931,"When Alexander and Jamie got a ring at the office, Alexander decided to give it to","When Shannon and Danielle got a ring at the office, Jacob decided to give it to",35757,53663
312,"Then, Andrea and Allison were working at the hospital. Allison decided to give a snack to","Then, Eric and Erin were working at the hospital. Heather decided to give a snack to",40084,55814
670,"After Amanda and Heather went to the office, Heather gave a computer to","After Amber and Joseph went to the office, Robert gave a computer to",41759,15115
129,"Then, Richard and Kristen were thinking about going to the hospital. Richard wanted to give a bone to","Then, Bradley and Justin were thinking about going to the hospital. Michael wanted to give a bone to",76114,36448
147,"Then, Nathan and Ryan went to the office. Nathan gave a kiss to","Then, Alicia and Bradley went to the office. Lauren gave a kiss to",13646,78902
752,"Then, Samuel and Brandon had a lot of fun at the garden. Samuel gave a bone to","Then, Lauren and Erin had a lot of fun at the garden. Amy gave a bone to",31766,42360
730,"Then, Scott and Michelle went to the station. Michelle gave a kiss to","Then, Laura and Lindsey went to the station. Bradley gave a kiss to",9815,64279
589,"Then, Michelle and Angela were working at the school. Angela decided to give a necklace to","Then, Nathan and Megan were working at the school. Anthony decided to give a necklace to",32026,54529
956,"Then, Nathan and Kelly went to the restaurant. Kelly gave a ring to","Then, Adam and Jamie went to the restaurant. Christine gave a ring to",36737,35757
552,"Then, William and Patrick were thinking about going to the garden. Patrick wanted to give a necklace to","Then, Melissa and Lindsay were thinking about going to the garden. Justin wanted to give a necklace to",12375,62784
992,"Then, Eric and Nicole had a long argument, and afterwards Eric said to","Then, Angela and Erica had a long argument, and afterwards William said to",44030,37143
803,"Then, Robert and Ryan were working at the station. Ryan decided to give a drink to","Then, Emily and Kevin were working at the station. Heather decided to give a drink to",8397,16364
108,"Then, Vanessa and Matthew had a lot of fun at the school. Vanessa gave a basketball to","Then, Thomas and Thomas had a lot of fun at the school. Matthew gave a basketball to",18939,11108
692,"When Dustin and Brandon got a necklace at the garden, Brandon decided to give it to","When Sean and Jose got a necklace at the garden, Eric decided to give it to",78318,10860
853,"Then, Dustin and Alexander were thinking about going to the station. Alexander wanted to give a kiss to","Then, Emily and Brittany were thinking about going to the station. Mark wanted to give a kiss to",78318,88154
326,"Then, Crystal and Kelly went to the hospital. Kelly gave a necklace to","Then, Christina and Michael went to the hospital. Tyler gave a necklace to",27916,7937
406,"Then, Bradley and Katherine were thinking about going to the station. Katherine wanted to give a drink to","Then, Jacob and Justin were thinking about going to the station. Robert wanted to give a drink to",36448,22467
711,"Then, Jose and Benjamin had a lot of fun at the house. Jose gave a drink to","Then, Amy and Daniel had a lot of fun at the house. James gave a drink to",29311,28693
999,"Then, Alexander and Stephen were thinking about going to the office. Stephen wanted to give a drink to","Then, Erin and Andrea were thinking about going to the office. Justin wanted to give a drink to",20042,40084
380,"Then, Christine and Laura went to the station. Christine gave a necklace to","Then, Erica and Heather went to the station. Jacob gave a necklace to",29828,91835
721,"Then, Emily and Bryan had a lot of fun at the restaurant. Emily gave a bone to","Then, Alicia and Rachel had a lot of fun at the restaurant. Angela gave a bone to",36353,78902
141,"After Jacob and Joshua went to the school, Jacob gave a snack to","After Jonathan and Brittany went to the school, Daniel gave a snack to",39492,23269
66,"Then, Jeremy and Amanda had a long argument, and afterwards Amanda said to","Then, Kyle and Nicholas had a long argument, and afterwards Erica said to",27118,39696
962,"Then, Adam and Rebecca were thinking about going to the garden. Rebecca wanted to give a bone to","Then, Kimberly and Rebecca were thinking about going to the garden. Joshua wanted to give a bone to",15037,44457
285,"Then, Amanda and Melissa had a long argument, and afterwards Amanda said to","Then, Michelle and Jeffrey had a long argument, and afterwards Brittany said to",47048,32026
426,"Then, Laura and Crystal went to the hospital. Laura gave a kiss to","Then, Richard and Sara went to the hospital. Joshua gave a kiss to",27916,11867
475,"Then, Jose and Anthony were thinking about going to the garden. Jose wanted to give a kiss to","Then, Nathan and Charles were thinking about going to the garden. Steven wanted to give a kiss to",20696,36737
789,"Then, Crystal and Bradley were working at the garden. Bradley decided to give a ring to","Then, Vanessa and Jacob were working at the garden. Erica decided to give a ring to",27916,24521
899,"Then, Benjamin and Jesse were working at the hospital. Benjamin decided to give a necklace to","Then, Jonathan and Courtney were working at the hospital. Sara decided to give a necklace to",39171,23269
292,"Then, Cody and Joshua had a lot of fun at the house. Joshua gave a drink to","Then, Samantha and Nicholas had a lot of fun at the house. Timothy gave a drink to",57282,39696
466,"After Benjamin and Alexander went to the office, Benjamin gave a basketball to","After Travis and Cody went to the office, Jonathan gave a basketball to",20042,40710
514,"Then, Elizabeth and Paul were working at the restaurant. Paul decided to give a ring to","Then, Steven and Paul were working at the restaurant. Melissa decided to give a ring to",20731,6898
261,"Then, Bradley and Erin were working at the house. Erin decided to give a necklace to","Then, Aaron and Mark were working at the house. Paul decided to give a necklace to",36448,4389
949,"Then, Eric and Sarah had a lot of fun at the garden. Eric gave a computer to","Then, Jennifer and Gregory had a lot of fun at the garden. Angela gave a computer to",20445,29650
891,"Then, Justin and Laura had a long argument, and afterwards Laura said to","Then, Kevin and Samantha had a long argument, and afterwards Christina said to",22467,62808
381,"Then, James and Jeremy had a lot of fun at the store. James gave a necklace to","Then, Christine and Andrew had a lot of fun at the store. Bradley gave a necklace to",27118,45893
989,"Then, Katherine and Jesse went to the garden. Jesse gave a ring to","Then, Lindsey and Benjamin went to the garden. Amy gave a ring to",61326,29311
760,"Then, Jessica and Courtney had a lot of fun at the office. Courtney gave a drink to","Then, Melissa and Bryan had a lot of fun at the office. Michelle gave a drink to",32367,36353
492,"After Timothy and Charles went to the restaurant, Charles gave a snack to","After Katie and Stephen went to the restaurant, Samuel gave a snack to",44468,18095
739,"After Allison and Melissa went to the station, Melissa gave a ring to","After Aaron and Jeremy went to the station, Lindsay gave a ring to",62408,27118
821,"Then, Justin and Bryan had a long argument, and afterwards Justin said to","Then, Jason and Allison had a long argument, and afterwards Daniel said to",36353,18477
159,"Then, Nathan and Jessica went to the garden. Jessica gave a computer to","Then, John and William went to the garden. Kyle gave a computer to",36737,12375
738,"After Kimberly and Scott went to the hospital, Kimberly gave a drink to","After Kenneth and Samantha went to the hospital, Lindsey gave a drink to",9815,48398
311,"Then, Samuel and William had a lot of fun at the restaurant. Samuel gave a basketball to","Then, Andrew and Michael had a lot of fun at the restaurant. Erin gave a basketball to",12375,13615
468,"Then, Erin and Eric were working at the restaurant. Erin decided to give a computer to","Then, Travis and Lindsay were working at the restaurant. Tiffany decided to give a computer to",16247,40710
657,"Then, Jonathan and Jeremy had a long argument, and afterwards Jeremy said to","Then, Ashley and Allison had a long argument, and afterwards Amanda said to",23269,62408
793,"Then, Brittany and Melissa were working at the station. Melissa decided to give a ring to","Then, Sean and Tyler were working at the station. Benjamin decided to give a ring to",88154,31220
263,"Then, Jesse and Katherine went to the school. Jesse gave a computer to","Then, Sara and William went to the school. Adam gave a computer to",61326,42920
382,"Then, Robert and Joshua were working at the office. Robert decided to give a ring to","Then, Kelly and Lindsay were working at the office. David decided to give a ring to",39492,18661
410,"Then, Eric and Samuel went to the school. Eric gave a kiss to","Then, Jason and Katherine went to the school. Travis gave a kiss to",31907,18477
788,"Then, Ryan and Brandon went to the office. Ryan gave a kiss to","Then, Justin and Alexander went to the office. Nicholas gave a kiss to",31766,22467
695,"Then, Andrea and Rebecca were thinking about going to the garden. Andrea wanted to give a computer to","Then, Kristen and Lauren were thinking about going to the garden. Crystal wanted to give a computer to",44457,76114
571,"Then, Jeremy and Aaron had a long argument, and afterwards Jeremy said to","Then, Jacob and William had a long argument, and afterwards Andrea said to",25673,24521
241,"When Danielle and Ryan got a kiss at the station, Danielle decided to give it to","When Alexander and Justin got a kiss at the station, Sarah decided to give it to",13646,20042
653,"Then, Bryan and David had a long argument, and afterwards David said to","Then, Anthony and Kelly had a long argument, and afterwards Alexander said to",36353,18661
174,"Then, Katherine and Sean went to the hospital. Katherine gave a kiss to","Then, Brandon and Erica went to the hospital. Tyler gave a kiss to",24995,31766
332,"Then, Stephen and Sean had a lot of fun at the house. Stephen gave a drink to","Then, Robert and Timothy had a lot of fun at the house. Tiffany gave a drink to",24995,8397
221,"After Amber and Bradley went to the store, Amber gave a bone to","After Joshua and Benjamin went to the store, Kenneth gave a bone to",36448,39492
317,"Then, Eric and Daniel were thinking about going to the house. Eric wanted to give a drink to","Then, Emily and Tiffany were thinking about going to the house. Jennifer wanted to give a drink to",15118,34166
213,"Then, Kevin and Andrew had a lot of fun at the office. Andrew gave a ring to","Then, Jacob and Travis had a lot of fun at the office. David gave a ring to",16364,40710
125,"Then, Scott and Laura were working at the garden. Laura decided to give a snack to","Then, Jennifer and Mary were working at the garden. Jeremy decided to give a snack to",9815,10244
442,"Then, Mary and Tyler were thinking about going to the store. Tyler wanted to give a bone to","Then, Nathan and Crystal were thinking about going to the store. Sara wanted to give a bone to",10244,27916
550,"Then, Andrea and Bryan were thinking about going to the station. Andrea wanted to give a computer to","Then, Laura and Jamie were thinking about going to the station. Kyle wanted to give a computer to",36353,29828
705,"Then, Lindsey and Jason had a long argument, and afterwards Jason said to","Then, Sean and Lisa had a long argument, and afterwards Charles said to",64279,28556
659,"When John and Elizabeth got a necklace at the restaurant, Elizabeth decided to give it to","When Patrick and Crystal got a necklace at the restaurant, Benjamin decided to give it to",3757,27916
947,"Then, Christine and Kristen were working at the store. Christine decided to give a bone to","Then, Sara and Lauren were working at the store. Alicia decided to give a bone to",76114,42920
636,"Then, Benjamin and Samantha had a long argument, and afterwards Samantha said to","Then, Rebecca and Courtney had a long argument, and afterwards Emily said to",29311,70682
683,"Then, Tyler and Tiffany went to the house. Tyler gave a basketball to","Then, Elizabeth and Kenneth went to the house. Sean gave a basketball to",67473,20731
486,"After Courtney and Amanda went to the hospital, Amanda gave a ring to","After James and Charles went to the hospital, Joshua gave a ring to",70682,14927
34,"Then, Aaron and Eric went to the office. Eric gave a computer to","Then, Amy and Heather went to the office. Erica gave a computer to",25673,46263
339,"Then, Jason and Jeremy were working at the restaurant. Jason decided to give a snack to","Then, Lindsay and Patrick were working at the restaurant. Joshua decided to give a snack to",27118,62784
350,"Then, Danielle and Alexander had a lot of fun at the restaurant. Alexander gave a bone to","Then, Emily and Brandon had a lot of fun at the restaurant. Ashley gave a bone to",71616,31766
438,"After Kyle and Erin went to the hospital, Kyle gave a ring to","After Joseph and Allison went to the hospital, Brandon gave a ring to",55814,15115
747,"Then, Gregory and Lindsay were thinking about going to the store. Gregory wanted to give a ring to","Then, Adam and Christine were thinking about going to the store. Laura wanted to give a ring to",62784,15037
501,"After Sara and Kimberly went to the garden, Sara gave a drink to","After Crystal and Crystal went to the garden, Kimberly gave a drink to",85653,27916
545,"Then, John and Scott had a lot of fun at the restaurant. John gave a bone to","Then, Rebecca and Emily had a lot of fun at the restaurant. Jessica gave a bone to",9815,44457
883,"After Kenneth and Melissa went to the school, Kenneth gave a snack to","After Samuel and Joseph went to the school, Gregory gave a snack to",47048,31907
780,"Then, Timothy and Steven had a lot of fun at the office. Timothy gave a kiss to","Then, Aaron and Jamie had a lot of fun at the office. Jeremy gave a kiss to",23644,25673
620,"When Amanda and Amy got a kiss at the store, Amy decided to give it to","When Emily and Stephanie got a kiss at the store, Brittany decided to give it to",41759,48143
231,"Then, Amber and Scott had a lot of fun at the office. Scott gave a kiss to","Then, Kenneth and Adam had a lot of fun at the office. Megan gave a kiss to",46664,15037
304,"Then, Stephanie and Aaron had a long argument, and afterwards Stephanie said to","Then, Ryan and Thomas had a long argument, and afterwards Ashley said to",25673,13646
850,"Then, Kristen and Melissa had a lot of fun at the school. Melissa gave a basketball to","Then, Sarah and Brandon had a lot of fun at the school. Megan gave a basketball to",76114,31766
421,"Then, Mark and Eric were working at the station. Mark decided to give a necklace to","Then, Kenneth and Anthony were working at the station. Steven decided to give a necklace to",16247,48398
490,"When Timothy and Shannon got a drink at the school, Timothy decided to give it to","When Samuel and Mary got a drink at the school, Justin decided to give it to",53663,31907
558,"Then, Joshua and Amy were working at the garden. Joshua decided to give a basketball to","Then, Stephanie and Dustin were working at the garden. Richard decided to give a basketball to",28693,48143
227,"When Rachel and Lindsay got a ring at the garden, Rachel decided to give it to","When Erin and Jesse got a ring at the garden, Amy decided to give it to",62784,55814
717,"Then, Katherine and Christina went to the restaurant. Katherine gave a snack to","Then, Lauren and Jesse went to the restaurant. Michelle gave a snack to",59671,42360
69,"After Amber and Elizabeth went to the garden, Amber gave a computer to","After Christina and Ashley went to the garden, Steven gave a computer to",20731,59671
197,"Then, Richard and Nicole went to the hospital. Richard gave a computer to","Then, Courtney and Lisa went to the hospital. Christopher gave a computer to",44030,70682
116,"Then, Brian and Amanda had a long argument, and afterwards Amanda said to","Then, Rebecca and Lauren had a long argument, and afterwards Bryan said to",17083,42360
222,"Then, Matthew and William were working at the school. William decided to give a computer to","Then, Tyler and Robert were working at the school. Brittany decided to give a computer to",18939,8397
462,"Then, Patrick and Shannon were working at the restaurant. Patrick decided to give a drink to","Then, Kristen and Nicole were working at the restaurant. Scott decided to give a drink to",53663,76114
91,"Then, Kelly and Jonathan had a lot of fun at the restaurant. Jonathan gave a basketball to","Then, Jason and Thomas had a lot of fun at the restaurant. Nathan gave a basketball to",18661,11108
993,"Then, Samuel and Stephen had a lot of fun at the house. Stephen gave a ring to","Then, Mark and Emily had a lot of fun at the house. Sara gave a ring to",31907,34166
236,"When Cody and Brittany got a kiss at the hospital, Cody decided to give it to","When Thomas and Amber got a kiss at the hospital, Michelle decided to give it to",88154,11108
190,"When Brandon and Katherine got a kiss at the restaurant, Brandon decided to give it to","When Thomas and Aaron got a kiss at the restaurant, Benjamin decided to give it to",61326,11108
976,"Then, Nicole and Amber were working at the garden. Amber decided to give a computer to","Then, Ashley and James were working at the garden. Sara decided to give a computer to",44030,7801
912,"Then, Andrew and Jesse were working at the office. Andrew decided to give a basketball to","Then, Brandon and Michael were working at the office. Samuel decided to give a basketball to",39171,31766
800,"Then, Adam and Christine went to the garden. Adam gave a basketball to","Then, Andrea and Bryan went to the garden. Jennifer gave a basketball to",45893,40084
160,"Then, David and Jeremy had a long argument, and afterwards David said to","Then, Melissa and Paul had a long argument, and afterwards Bradley said to",27118,47048
148,"Then, Dustin and Christine had a long argument, and afterwards Dustin said to","Then, Alicia and Samantha had a long argument, and afterwards Elizabeth said to",45893,78902
322,"When Travis and Steven got a drink at the store, Travis decided to give it to","When Cody and Paul got a drink at the store, Alicia decided to give it to",23644,57282
483,"After Lindsay and Brian went to the restaurant, Brian gave a necklace to","After Rachel and Stephen went to the restaurant, Kenneth gave a necklace to",62784,18095
892,"Then, Nicholas and Paul had a long argument, and afterwards Nicholas said to","Then, Bryan and Brittany had a long argument, and afterwards Crystal said to",6898,36353
75,"After Erin and Elizabeth went to the restaurant, Elizabeth gave a computer to","After Erica and Crystal went to the restaurant, Erin gave a computer to",55814,27916
186,"Then, Michelle and Bradley had a lot of fun at the station. Bradley gave a ring to","Then, Heather and Katherine had a lot of fun at the station. Tiffany gave a ring to",32026,61326
650,"Then, Melissa and Jamie had a long argument, and afterwards Jamie said to","Then, Andrew and Robert had a long argument, and afterwards Laura said to",47048,8397
595,"Then, Joshua and Brandon went to the school. Brandon gave a snack to","Then, Laura and Nicholas went to the school. Tyler gave a snack to",39492,39696
547,"Then, Eric and Joshua had a lot of fun at the office. Joshua gave a basketball to","Then, Megan and Matthew had a lot of fun at the office. Sean gave a basketball to",16247,18939
812,"Then, Lisa and Michelle went to the station. Lisa gave a basketball to","Then, Erica and Sara went to the station. Daniel gave a basketball to",32026,91835
633,"Then, Adam and Benjamin went to the station. Benjamin gave a necklace to","Then, Katherine and Samuel went to the station. Amber gave a necklace to",15037,31907
349,"Then, Mark and Anthony had a long argument, and afterwards Mark said to","Then, Ryan and Eric had a long argument, and afterwards Angela said to",20696,13646
433,"When Jose and Kelly got a necklace at the school, Jose decided to give it to","When Jonathan and Crystal got a necklace at the school, Nicholas decided to give it to",18661,23269
920,"Then, Rachel and Laura were working at the house. Laura decided to give a snack to","Then, Justin and Adam were working at the house. Sean decided to give a snack to",31432,15037
703,"Then, Sean and John had a lot of fun at the house. John gave a snack to","Then, Charles and Dustin had a lot of fun at the house. Brittany gave a snack to",24995,78318
543,"When Alexander and Steven got a bone at the school, Steven decided to give it to","When Sean and Jacob got a bone at the school, Alicia decided to give it to",20042,24521
682,"After Rebecca and Vanessa went to the office, Vanessa gave a computer to","After Erica and Samantha went to the office, Mark gave a computer to",44457,62808
748,"Then, Andrea and Alicia had a lot of fun at the store. Alicia gave a basketball to","Then, Timothy and Angela had a lot of fun at the store. Jamie gave a basketball to",40084,37143
714,"Then, Travis and Nicole had a long argument, and afterwards Nicole said to","Then, Shannon and Kelly had a long argument, and afterwards Erica said to",40710,18661
40,"Then, Jessica and Ryan had a long argument, and afterwards Ryan said to","Then, Danielle and Adam had a long argument, and afterwards Benjamin said to",32367,15037
88,"Then, Mark and Jessica had a lot of fun at the office. Jessica gave a necklace to","Then, Alexander and Samuel had a lot of fun at the office. Sara gave a necklace to",4389,31907
144,"Then, William and Dustin had a long argument, and afterwards Dustin said to","Then, Jeremy and Laura had a long argument, and afterwards Anthony said to",12375,29828
323,"Then, Shannon and Ryan had a long argument, and afterwards Shannon said to","Then, Ashley and Crystal had a long argument, and afterwards Sean said to",13646,37118
167,"Then, Ryan and Jonathan had a long argument, and afterwards Jonathan said to","Then, Sarah and Amanda had a long argument, and afterwards Sean said to",13646,41759
417,"Then, Brittany and Samantha were thinking about going to the station. Brittany wanted to give a necklace to","Then, Erin and Nicholas were thinking about going to the station. Mark wanted to give a necklace to",62808,55814
297,"After Courtney and Stephanie went to the school, Stephanie gave a computer to","After Eric and Kelly went to the school, Anthony gave a computer to",70682,18661
50,"Then, Megan and Vanessa were thinking about going to the office. Megan wanted to give a kiss to","Then, Patrick and Megan were thinking about going to the office. Nicole wanted to give a kiss to",70519,19626
35,"Then, Daniel and Mark were working at the house. Daniel decided to give a ring to","Then, Andrea and Matthew were working at the house. Megan decided to give a ring to",4389,40084
901,"When Sarah and Cody got a snack at the garden, Sarah decided to give it to","When Allison and Travis got a snack at the garden, Vanessa decided to give it to",57282,62408
898,"Then, Christina and Joshua went to the office. Christina gave a drink to","Then, Kimberly and Matthew went to the office. Melissa gave a drink to",39492,85653
472,"Then, Katherine and Brian went to the restaurant. Brian gave a basketball to","Then, Erin and Megan went to the restaurant. Katherine gave a basketball to",61326,54529
146,"After Brian and Kevin went to the restaurant, Kevin gave a drink to","After Mary and Allison went to the restaurant, Steven gave a drink to",17083,62408
1,"Then, Megan and Patrick were working at the restaurant. Megan decided to give a ring to","Then, Erica and Mary were working at the restaurant. Elizabeth decided to give a ring to",19626,91835
918,"Then, Stephen and Heather had a lot of fun at the garden. Stephen gave a necklace to","Then, John and Travis had a lot of fun at the garden. Alicia gave a necklace to",46263,3757
282,"Then, Stephanie and Jose went to the restaurant. Stephanie gave a drink to","Then, David and Steven went to the restaurant. Justin gave a drink to",10860,6798
941,"Then, Michelle and Michael went to the station. Michael gave a bone to","Then, Samuel and Kimberly went to the station. Melissa gave a bone to",32026,85653
977,"When Rachel and Christina got a kiss at the house, Christina decided to give it to","When Cody and Christopher got a kiss at the house, Justin decided to give it to",31432,24986
86,"Then, Kelly and Jeremy were working at the garden. Jeremy decided to give a snack to","Then, Lisa and Matthew were working at the garden. Ryan decided to give a snack to",18661,18939
27,"After Joseph and David went to the station, Joseph gave a kiss to","After Jessica and Jesse went to the station, Crystal gave a kiss to",6798,32367
532,"Then, Timothy and Charles went to the station. Charles gave a basketball to","Then, Jesse and Andrew went to the station. Jessica gave a basketball to",44468,13615
396,"Then, Samantha and Travis went to the school. Travis gave a bone to","Then, Katherine and Thomas went to the school. James gave a bone to",62808,11108
840,"Then, Gregory and Jeffrey were thinking about going to the house. Gregory wanted to give a snack to","Then, Vanessa and Christine were thinking about going to the house. Sean wanted to give a snack to",41007,70519
612,"Then, Travis and Mary were thinking about going to the office. Mary wanted to give a drink to","Then, Mary and Amy were thinking about going to the office. Brittany wanted to give a drink to",40710,28693
166,"Then, Steven and Rachel had a long argument, and afterwards Steven said to","Then, Samantha and Allison had a long argument, and afterwards Lisa said to",31432,62808
511,"After Rachel and Michael went to the garden, Rachel gave a basketball to","After Jacob and Matthew went to the garden, Emily gave a basketball to",7937,24521
288,"Then, Ryan and Rachel had a lot of fun at the store. Rachel gave a basketball to","Then, Sarah and Eric had a lot of fun at the store. Joseph gave a basketball to",13646,16247
420,"Then, Jonathan and Joshua went to the school. Jonathan gave a kiss to","Then, Kristen and Lisa went to the school. Cody gave a kiss to",39492,76114
652,"Then, Nicholas and Bradley were working at the restaurant. Bradley decided to give a necklace to","Then, Christopher and Emily were working at the restaurant. Andrea decided to give a necklace to",39696,34166
916,"When Mark and Jason got a bone at the restaurant, Jason decided to give it to","When William and Elizabeth got a bone at the restaurant, Angela decided to give it to",4389,20731
946,"Then, Megan and Patrick were working at the station. Patrick decided to give a computer to","Then, Bryan and Steven were working at the station. Jose decided to give a computer to",54529,23644
546,"Then, Jose and Daniel had a long argument, and afterwards Jose said to","Then, Ryan and Christine had a long argument, and afterwards Patrick said to",15118,13646
973,"Then, Mark and Jason were working at the office. Jason decided to give a snack to","Then, Melissa and Jamie were working at the office. Bradley decided to give a snack to",4389,35757
4,"Then, William and Rachel went to the hospital. Rachel gave a ring to","Then, Laura and Aaron went to the hospital. Mark gave a ring to",12375,25673
611,"Then, Benjamin and Eric had a long argument, and afterwards Benjamin said to","Then, Danielle and Heather had a long argument, and afterwards Kenneth said to",16247,71616
429,"After Mark and Lindsey went to the office, Lindsey gave a computer to","After Travis and Amy went to the office, Christine gave a computer to",4389,28693
57,"Then, Danielle and David were thinking about going to the house. Danielle wanted to give a drink to","Then, Alexander and Timothy were thinking about going to the house. Ashley wanted to give a drink to",6798,20042
497,"Then, Ryan and Mark were working at the store. Ryan decided to give a bone to","Then, Sarah and Christopher were working at the store. Kevin decided to give a bone to",4389,20445
387,"Then, Kristen and Amy went to the office. Kristen gave a snack to","Then, Jason and Sean went to the office. Kimberly gave a snack to",28693,18477
594,"When Melissa and Brian got a computer at the office, Brian decided to give it to","When Sean and Christine got a computer at the office, Kevin decided to give it to",47048,45893
823,"Then, Kevin and Dustin were thinking about going to the station. Kevin wanted to give a computer to","Then, Jessica and Katherine were thinking about going to the station. Timothy wanted to give a computer to",78318,32367
629,"Then, Andrea and Thomas had a long argument, and afterwards Andrea said to","Then, Amber and Tiffany had a long argument, and afterwards Christine said to",11108,46664
524,"Then, Jesse and Tiffany had a long argument, and afterwards Tiffany said to","Then, Sara and Travis had a long argument, and afterwards Tyler said to",39171,40710
25,"Then, Benjamin and Anthony went to the house. Benjamin gave a basketball to","Then, Ashley and Amy went to the house. Samantha gave a basketball to",20696,37118
265,"When Sara and Tyler got a ring at the restaurant, Sara decided to give it to","When John and Kelly got a ring at the restaurant, Kyle decided to give it to",31220,3757
540,"Then, Kristen and Tyler went to the station. Tyler gave a necklace to","Then, Amy and Amanda went to the station. Kyle gave a necklace to",76114,41759
14,"Then, Michael and Erin were thinking about going to the office. Erin wanted to give a kiss to","Then, Danielle and Ashley were thinking about going to the office. Laura wanted to give a kiss to",7937,37118
494,"Then, Scott and Benjamin went to the garden. Scott gave a drink to","Then, Jessica and Tyler went to the garden. Amanda gave a drink to",29311,32367
630,"When Dustin and Bryan got a kiss at the station, Dustin decided to give it to","When Amanda and Amanda got a kiss at the station, Bryan decided to give it to",36353,41759
506,"When Andrew and Samantha got a snack at the station, Samantha decided to give it to","When Kristen and Daniel got a snack at the station, Elizabeth decided to give it to",13615,15118
149,"When Gregory and Nicholas got a drink at the garden, Nicholas decided to give it to","When Lindsey and Robert got a drink at the garden, Thomas decided to give it to",42969,8397
